Index,X0,X1,Fitness_F0,Fitness_F1
0,1.614179,1.616654,20.876574,22.910815
1,1.061093,1.618404,14.980604,26.950179
2,1.047774,1.493715,13.316053,27.914129
3,1.287311,1.570862,16.499106,25.543048
4,3.741322,2.793091,87.195392,6.454716
5,2.737383,2.724174,59.657564,10.298818
6,2.895016,2.447549,57.486458,10.945964
7,1.767662,2.385853,35.267703,17.281770
8,1.610550,1.352164,17.688872,24.795081
9,0.284660,0.318746,0.730521,44.148573
10,2.894283,2.771284,64.227571,9.401216
11,1.828317,2.377879,35.988196,16.935094
12,1.301678,0.707699,8.780817,32.101431
13,3.424901,2.392664,69.819137,9.279140
14,1.436389,1.956758,23.568460,21.960645
15,2.472168,2.739876,54.474151,11.498093
16,0.143431,0.328050,0.512756,45.413383
17,1.609946,1.612760,20.771689,22.965858
18,2.230061,2.353832,42.054784,14.674768
19,2.735481,2.765351,60.520088,10.121703
20,0.731080,0.334051,2.584269,39.994765
21,2.256753,1.708253,32.044241,18.361006
22,0.341989,0.987972,4.372177,37.793438
23,0.067005,0.086823,0.048111,48.473751
24,2.255735,2.071230,37.513343,16.108682
25,0.117018,0.380752,0.634662,45.180964
26,0.187101,0.156257,0.237693,46.625840
27,1.387508,1.057375,12.172884,28.594389
28,2.735921,2.905152,63.700691,9.514441
29,2.265811,1.657683,31.527236,18.646878
30,0.105808,0.151751,0.136894,47.458639
31,0.378996,0.175689,0.698018,44.627656
32,1.710521,1.928738,26.583656,20.253319
33,4.014466,2.935329,98.928384,5.234143
34,1.938773,1.674728,26.254218,20.428544
35,1.759804,1.782932,25.103026,20.848397
36,1.490509,1.596548,19.082331,23.900012
37,3.333302,2.596803,71.417172,8.553235
38,1.365908,1.539855,16.947426,25.179232
39,1.734007,2.408529,35.231162,17.382435
40,1.794270,1.948776,28.068533,19.586672
41,0.347645,0.654605,2.197459,40.526862
42,2.173597,2.523063,44.361480,14.123772
43,3.865808,2.894858,93.298675,5.718017
44,0.934658,0.688296,5.389349,35.117796
45,0.161509,0.169467,0.219217,46.745046
46,1.258727,2.072436,23.517538,22.567754
47,2.127954,2.722849,47.768368,13.434068
48,1.809797,2.013269,29.314470,19.097957
49,4.757169,2.975893,125.946366,4.155977
50,1.833013,2.206901,32.921391,17.831210
51,1.063634,0.397377,5.156905,36.679113
52,0.241165,0.944597,3.801696,39.092805
53,4.751067,2.819304,122.084457,4.817401
54,1.513627,1.527855,18.501625,24.210591
55,1.814006,1.645012,23.986730,21.406502
56,1.839728,2.047438,30.306404,18.704942
57,2.077404,2.796840,48.551674,13.395484
58,1.503910,0.873387,12.098201,29.251580
