Index,X0,X1,F0,F1,Critical
0,1.614179,1.616654,20.876574,22.910815,0
1,1.061093,1.618404,14.980604,26.950179,0
2,1.047774,1.493715,13.316053,27.914129,0
3,1.287311,1.570862,16.499106,25.543048,0
4,3.741322,2.793091,87.195392,6.454716,1
5,2.737383,2.724174,59.657564,10.298818,0
6,2.895016,2.447549,57.486458,10.945964,0
7,1.767662,2.385853,35.267703,17.281770,1
8,1.610550,1.352164,17.688872,24.795081,0
9,0.284660,0.318746,0.730521,44.148573,1
10,2.894283,2.771284,64.227571,9.401216,0
11,1.828317,2.377879,35.988196,16.935094,1
12,1.301678,0.707699,8.780817,32.101431,1
13,3.424901,2.392664,69.819137,9.279140,0
14,1.436389,1.956758,23.568460,21.960645,0
15,2.472168,2.739876,54.474151,11.498093,0
16,0.143431,0.328050,0.512756,45.413383,1
17,1.609946,1.612760,20.771689,22.965858,0
18,2.230061,2.353832,42.054784,14.674768,0
19,2.735481,2.765351,60.520088,10.121703,0
20,0.731080,0.334051,2.584269,39.994765,1
21,2.256753,1.708253,32.044241,18.361006,1
22,0.341989,0.987972,4.372177,37.793438,1
23,0.067005,0.086823,0.048111,48.473751,1
24,2.255735,2.071230,37.513343,16.108682,1
25,0.117018,0.380752,0.634662,45.180964,1
26,0.187101,0.156257,0.237693,46.625840,1
27,1.387508,1.057375,12.172884,28.594389,0
28,2.735921,2.905152,63.700691,9.514441,0
29,2.265811,1.657683,31.527236,18.646878,1
30,0.105808,0.151751,0.136894,47.458639,1
31,0.378996,0.175689,0.698018,44.627656,1
32,1.710521,1.928738,26.583656,20.253319,0
33,4.014466,2.935329,98.928384,5.234143,1
34,1.938773,1.674728,26.254218,20.428544,0
35,1.759804,1.782932,25.103026,20.848397,0
36,1.490509,1.596548,19.082331,23.900012,0
37,3.333302,2.596803,71.417172,8.553235,0
38,1.365908,1.539855,16.947426,25.179232,0
39,1.734007,2.408529,35.231162,17.382435,1
40,1.794270,1.948776,28.068533,19.586672,1
41,0.347645,0.654605,2.197459,40.526862,1
42,2.173597,2.523063,44.361480,14.123772,0
43,3.865808,2.894858,93.298675,5.718017,1
44,0.934658,0.688296,5.389349,35.117796,1
45,0.161509,0.169467,0.219217,46.745046,1
46,1.258727,2.072436,23.517538,22.567754,0
47,2.127954,2.722849,47.768368,13.434068,0
48,1.809797,2.013269,29.314470,19.097957,1
49,4.757169,2.975893,125.946366,4.155977,1
50,1.833013,2.206901,32.921391,17.831210,1
51,1.063634,0.397377,5.156905,36.679113,1
52,0.241165,0.944597,3.801696,39.092805,1
53,4.751067,2.819304,122.084457,4.817401,1
54,1.513627,1.527855,18.501625,24.210591,0
55,1.814006,1.645012,23.986730,21.406502,0
56,1.839728,2.047438,30.306404,18.704942,1
57,2.077404,2.796840,48.551674,13.395484,0
58,1.503910,0.873387,12.098201,29.251580,0
59,3.933092,2.616030,89.251310,6.821605,1
60,1.748555,1.223845,18.220961,24.831244,0
61,0.353864,1.541840,10.009967,33.545447,0
62,1.641247,0.319976,11.184305,33.183843,0
63,1.961805,1.233633,21.482122,23.416146,0
64,2.682533,1.944921,43.914815,14.704157,0
65,1.780716,2.749916,42.931956,15.426665,0
66,3.566393,1.783341,63.597848,12.402124,0
67,0.144988,0.925946,3.513587,40.169065,1
68,1.822650,2.482491,37.939258,16.433405,1
69,1.413399,1.033269,12.261365,28.598662,0
70,3.577258,1.876879,65.277793,11.778081,0
71,3.279000,2.377273,65.613067,9.840539,0
72,1.297184,2.291962,27.743103,21.044315,0
73,3.834400,2.249588,79.053072,8.923390,0
74,0.601646,1.982511,17.169306,28.450758,0
75,2.089457,1.654940,28.418627,19.660688,1
76,0.090667,0.738373,2.213659,42.263014,1
77,4.403611,2.515320,102.874509,6.529315,1
78,1.095687,0.500161,5.802762,35.492210,1
79,0.389992,1.110306,5.539490,36.381894,1
80,1.799191,2.243879,33.088328,17.841380,1
81,4.863416,2.800048,125.972328,4.858445,1
82,1.285773,2.137843,24.894347,21.987422,0
83,1.530734,2.378642,32.004350,18.907320,1
84,2.997556,1.864656,49.849126,13.840167,0
85,3.523378,1.650774,60.556998,13.397726,0
86,4.205904,2.280718,91.565214,8.025083,0
87,4.227670,2.188820,90.656498,8.499226,0
88,2.073739,0.907439,20.495351,25.312059,0
89,0.958817,1.908003,18.239223,25.891606,0
90,2.108556,1.105746,22.674734,23.525661,0
91,1.744324,2.897286,45.747728,15.020834,0
92,3.000661,1.682484,47.338877,15.003270,0
93,1.634442,2.630540,38.364554,16.941324,1
94,0.779417,1.597762,12.641340,29.388543,0
95,3.725235,1.660120,66.533482,12.779827,0
96,3.486658,2.146058,67.049407,10.435188,0
97,3.735008,1.597564,66.009975,13.176776,0
98,4.129154,1.942834,83.298090,10.104633,0
99,4.297876,1.966316,89.352541,9.696219,0
100,4.797841,2.297812,113.196859,7.342687,0
101,4.785431,2.396314,114.570674,6.825223,1
102,4.785990,2.341318,113.549888,7.114392,0
103,0.324874,1.213052,6.308157,36.197774,1
104,1.585738,2.414814,33.383575,18.340369,1
105,2.662769,0.884376,31.489836,22.401013,0
106,0.974726,2.370132,26.270465,23.119038,0
107,2.577545,1.182847,32.171458,20.438944,0
108,4.640950,2.177102,105.112755,8.097668,0
109,4.447618,1.944974,94.256939,9.638308,0
110,4.636329,2.037365,102.585619,8.909464,0
111,0.867494,2.112768,20.865331,25.413716,0
112,2.321375,0.943194,25.113599,23.632701,0
113,3.424840,1.225219,52.922778,16.730097,0
114,3.004538,1.369499,43.611121,17.162401,0
115,1.487912,2.739925,38.884278,17.442702,1
116,1.851402,0.393288,14.329453,31.135471,0
117,0.477904,1.833012,14.353309,30.479160,0
118,2.216706,0.316315,20.055355,29.683634,0
119,0.366303,1.834384,13.996571,31.492270,0
120,1.778295,0.263814,12.927728,32.810838,0
121,4.017909,1.823229,77.871034,11.056377,0
122,4.095793,1.849568,80.785687,10.742810,0
123,3.905001,1.840995,74.553172,11.178334,0
124,1.253551,0.268727,6.574418,36.420826,1
125,1.286823,2.817683,38.380992,18.550195,1
126,1.352961,2.673457,35.911515,18.713692,1
127,2.744679,1.069019,34.704257,20.539084,0
128,2.638668,1.110713,32.785015,20.702441,0
129,4.769169,2.079688,108.280299,8.581505,0
130,4.560080,1.757789,95.536620,10.705460,0
131,4.766221,1.839297,104.399502,10.044694,0
132,2.120386,0.852121,20.888585,25.497077,0
133,0.759219,2.477828,26.864187,24.345574,0
134,3.193738,1.240180,46.952043,17.398830,0
135,3.021764,1.294082,43.222820,17.647245,0
