Index,X0,X1,Fitness_F0,Fitness_F1
0,0.263158,0.000000,0.277008,47.437673
1,0.263158,0.157895,0.376731,45.883657
2,0.263158,0.315789,0.675900,44.379501
3,0.526316,0.315789,1.506925,41.955679
4,0.263158,0.473684,1.174515,42.925208
5,0.526316,0.473684,2.005540,40.501385
6,0.789474,0.473684,3.390582,38.216066
7,0.263158,0.631579,1.872576,41.520776
8,0.526316,0.631579,2.703601,39.096953
9,0.789474,0.631579,4.088643,36.811634
10,1.052632,0.631579,6.027701,34.664820
11,0.526316,0.789474,3.601108,37.742382
12,0.789474,0.789474,4.986150,35.457064
13,1.052632,0.789474,6.925208,33.310249
14,0.526316,0.947368,4.698061,36.437673
15,0.789474,0.947368,6.083102,34.152355
16,1.052632,0.947368,8.022161,32.005540
17,0.526316,1.105263,5.994460,35.182825
18,0.789474,1.105263,7.379501,32.897507
19,1.052632,1.105263,9.318560,30.750693
20,0.789474,1.263158,8.875346,31.692521
21,2.105263,1.736842,29.795014,19.027701
22,2.368421,1.736842,34.504155,17.573407
23,1.842105,1.894737,27.933518,19.614958
24,2.105263,1.894737,32.088643,18.022161
25,2.368421,1.894737,36.797784,16.567867
26,1.842105,2.052632,30.426593,18.659280
27,2.105263,2.052632,34.581717,17.066482
28,2.368421,2.052632,39.290859,15.612188
29,1.578947,2.210526,29.518006,19.484765
30,1.842105,2.210526,33.119114,17.753463
31,2.105263,2.210526,37.274238,16.160665
32,1.842105,2.368421,36.011080,16.897507
33,1.842105,2.526316,39.102493,16.091413
34,3.684211,2.842105,86.603878,6.387812
35,3.421053,3.000000,82.814404,6.493075
36,3.684211,3.000000,90.293629,5.731302
37,3.947368,3.000000,98.326870,5.108033
38,4.210526,3.000000,106.914127,4.623269
39,4.473684,3.000000,116.055402,4.277008
40,4.736842,3.000000,125.750693,4.069252
41,5.000000,3.000000,136.000000,4.000000
42,0.526316,0.000000,1.108033,45.013850
43,0.526316,0.157895,1.207756,43.459834
44,0.789474,0.157895,2.592798,41.174515
45,0.789474,0.000000,2.493075,42.728532
46,0.789474,0.315789,2.891967,39.670360
47,0.263158,0.789474,2.770083,40.166205
48,0.263158,0.947368,3.867036,38.861496
49,1.052632,0.473684,5.329640,36.069252
50,1.052632,0.315789,4.831025,37.523546
51,1.315789,0.631579,8.520776,32.656510
52,1.315789,0.315789,7.324100,35.515235
53,0.526316,1.263158,7.490305,33.977839
54,1.315789,0.789474,9.418283,31.301939
55,2.368421,1.578947,32.409972,18.628809
56,1.578947,2.368421,32.409972,18.628809
57,2.368421,1.421053,30.515235,19.734072
58,1.578947,2.526316,35.501385,17.822715
59,2.631579,1.578947,37.673130,17.313019
60,1.578947,2.684211,38.792244,17.066482
61,2.631579,1.736842,39.767313,16.257618
62,3.947368,2.684211,91.146814,6.470914
63,3.947368,2.842105,94.637119,5.764543
64,4.210526,2.842105,103.224377,5.279778
65,4.473684,2.842105,112.365651,4.933518
66,4.736842,2.842105,122.060942,4.725762
67,5.000000,2.842105,132.310249,4.656510
68,1.052632,0.000000,4.432133,40.581717
69,1.052632,0.157895,4.531856,39.027701
70,0.263158,1.263158,6.659280,36.401662
71,0.263158,1.105263,5.163435,37.606648
72,0.526316,1.421053,9.185596,32.822715
73,1.315789,0.473684,7.822715,34.060942
74,2.631579,1.263158,34.083102,19.573407
75,1.315789,2.526316,32.454294,19.692521
76,2.631579,1.421053,35.778393,18.418283
77,1.315789,2.684211,35.745152,18.936288
78,1.315789,2.842105,39.235457,18.229917
79,4.210526,2.526316,96.443213,6.742382
80,4.210526,2.684211,99.734072,5.986150
81,4.473684,2.684211,108.875346,5.639889
82,4.736842,2.684211,118.570637,5.432133
83,5.000000,2.684211,128.819945,5.362881
84,1.315789,0.157895,7.024931,37.019391
85,1.315789,0.000000,6.925208,38.573407
86,0.263158,1.421053,8.354571,35.246537
87,2.894737,1.105263,38.404432,19.601108
88,2.894737,1.263158,39.900277,18.396122
89,4.473684,2.526316,105.584488,6.396122
90,4.736842,2.526316,115.279778,6.188366
91,5.000000,2.526316,125.529086,6.119114
92,1.578947,0.000000,9.972299,36.703601
93,4.736842,2.368421,112.188366,6.994460
94,5.000000,2.368421,122.437673,6.925208
95,0.000000,0.157895,0.099723,48.445983
96,0.000000,0.315789,0.398892,46.941828
97,0.000000,0.473684,0.897507,45.487535
98,0.000000,0.631579,1.595568,44.083102
99,0.000000,0.789474,2.493075,42.728532
100,0.000000,0.947368,3.590028,41.423823
101,0.000000,1.105263,4.886427,40.168975
102,0.000000,1.263158,6.382271,38.963989
103,0.000000,1.421053,8.077562,37.808864
104,0.000000,1.578947,9.972299,36.703601
