Index,X0,X1,Fitness_F0,Fitness_F1
0,0.172414,0.000000,0.118906,48.305589
1,0.172414,0.103448,0.161712,47.281807
2,0.172414,0.206897,0.290131,46.279429
3,0.344828,0.206897,0.646849,44.644471
4,0.172414,0.310345,0.504162,45.298454
5,0.344828,0.310345,0.860880,43.663496
6,0.517241,0.310345,1.455410,42.087990
7,0.172414,0.413793,0.803805,44.338882
8,0.344828,0.413793,1.160523,42.703924
9,0.517241,0.413793,1.755054,41.128419
10,0.689655,0.413793,2.587396,39.612366
11,0.344828,0.517241,1.545779,41.765755
12,0.517241,0.517241,2.140309,40.190250
13,0.689655,0.517241,2.972652,38.674197
14,0.344828,0.620690,2.016647,40.848989
15,0.517241,0.620690,2.611177,39.273484
16,0.689655,0.620690,3.443520,37.757432
17,0.862069,0.620690,4.513674,36.300832
18,0.344828,0.724138,2.573127,39.953627
19,0.517241,0.724138,3.167658,38.378121
20,0.689655,0.724138,4.000000,36.862069
21,0.862069,0.724138,5.070155,35.405470
22,1.034483,0.724138,6.378121,34.008323
23,0.517241,0.827586,3.809750,37.504162
24,0.689655,0.827586,4.642093,35.988109
25,0.862069,0.827586,5.712247,34.531510
26,1.034483,0.827586,7.020214,33.134364
27,0.689655,0.931034,5.369798,35.135553
28,0.862069,0.931034,6.439952,33.678954
29,1.034483,0.931034,7.747919,32.281807
30,1.206897,0.931034,9.293698,30.944114
31,0.689655,1.034483,6.183115,34.304400
32,0.862069,1.034483,7.253270,32.847800
33,1.034483,1.034483,8.561237,31.450654
34,0.862069,1.137931,8.152200,32.038050
35,1.034483,1.137931,9.460166,30.640904
36,0.862069,1.241379,9.136742,31.249703
37,2.068966,1.655172,28.080856,19.778835
38,2.068966,1.758621,29.493460,19.097503
39,2.241379,1.758621,32.466112,18.116528
40,1.896552,1.862069,28.256837,19.478002
41,2.068966,1.862069,30.991677,18.437574
42,2.241379,1.862069,33.964328,17.456599
43,1.724138,1.965517,27.343639,19.939358
44,1.896552,1.965517,29.840666,18.839477
45,2.068966,1.965517,32.575505,17.799049
46,2.241379,1.965517,35.548157,16.818074
47,2.413793,1.965517,38.758621,15.896552
48,1.724138,2.068966,29.013080,19.322235
49,1.896552,2.068966,31.510107,18.222354
50,2.068966,2.068966,34.244946,17.181926
51,2.241379,2.068966,37.217598,16.200951
52,1.724138,2.172414,30.768133,18.726516
53,1.896552,2.172414,33.265161,17.626635
54,2.068966,2.172414,36.000000,16.586207
55,2.241379,2.172414,38.972652,15.605232
56,1.896552,2.275862,35.105826,17.052319
57,2.068966,2.275862,37.840666,16.011891
58,1.896552,2.379310,37.032105,16.499405
59,2.068966,2.379310,39.766944,15.458977
60,3.448276,2.896552,81.122473,6.832342
61,3.620690,2.896552,85.997622,6.326992
62,3.793103,2.896552,91.110583,5.881094
63,3.275862,3.000000,78.925089,6.972652
64,3.448276,3.000000,83.562426,6.407848
65,3.620690,3.000000,88.437574,5.902497
66,3.793103,3.000000,93.550535,5.456599
67,3.965517,3.000000,98.901308,5.070155
68,4.137931,3.000000,104.489893,4.743163
69,4.310345,3.000000,110.316290,4.475624
70,4.482759,3.000000,116.380499,4.267539
71,4.655172,3.000000,122.682521,4.118906
72,4.827586,3.000000,129.222354,4.029727
73,5.000000,3.000000,136.000000,4.000000
74,0.344828,0.000000,0.475624,46.670630
75,0.344828,0.103448,0.518430,45.646849
76,0.517241,0.103448,1.112961,44.071344
77,0.517241,0.000000,1.070155,45.095125
78,0.517241,0.206897,1.241379,43.068966
79,0.172414,0.517241,1.189061,43.400713
80,0.172414,0.620690,1.659929,42.483948
81,0.689655,0.310345,2.287753,40.571938
82,0.689655,0.206897,2.073722,41.552913
83,0.862069,0.413793,3.657551,38.155767
84,0.517241,0.931034,4.537455,36.651605
85,0.862069,0.206897,3.143876,40.096314
86,0.344828,0.827586,3.215220,39.079667
87,0.862069,0.517241,4.042806,37.217598
88,1.034483,0.517241,5.350773,35.820452
89,0.517241,1.034483,5.350773,35.820452
90,1.034483,0.620690,5.821641,34.903686
91,0.689655,1.137931,7.082045,33.494649
92,1.206897,0.724138,7.923900,32.670630
93,1.206897,0.517241,6.896552,34.482759
94,1.206897,0.827586,8.565993,31.796671
95,1.379310,0.724138,9.707491,31.392390
96,1.551724,2.172414,28.508918,19.885850
97,1.551724,2.275862,30.349584,19.311534
98,1.724138,2.275862,32.608799,18.152200
99,2.241379,1.551724,29.726516,19.500595
100,1.724138,2.379310,34.535077,17.599287
101,2.241379,1.655172,31.053508,18.797860
102,1.551724,2.379310,32.275862,18.758621
103,2.413793,1.655172,34.263971,17.876338
104,1.896552,2.482759,39.043995,15.967895
105,2.413793,1.758621,35.676576,17.195006
106,1.724138,2.482759,36.546968,17.067776
107,2.413793,1.862069,37.174792,16.535077
108,3.620690,2.793103,83.643282,6.772889
109,3.793103,2.793103,88.756243,6.326992
110,3.965517,2.793103,94.107015,5.940547
111,3.965517,2.896552,96.461356,5.494649
112,4.137931,2.896552,102.049941,5.167658
113,4.310345,2.896552,107.876338,4.900119
114,4.482759,2.896552,113.940547,4.692033
115,4.655172,2.896552,120.242568,4.543401
116,4.827586,2.896552,126.782402,4.454221
117,5.000000,2.896552,133.560048,4.424495
118,0.689655,0.000000,1.902497,43.579073
119,0.689655,0.103448,1.945303,42.555291
120,0.172414,0.827586,2.858502,40.714625
121,0.172414,0.724138,2.216409,41.588585
122,0.344828,0.931034,3.942925,38.227111
123,1.034483,0.413793,4.965517,36.758621
124,0.862069,0.310345,3.357907,39.115339
125,1.034483,0.310345,4.665874,37.718193
126,0.344828,1.034483,4.756243,37.395957
127,0.344828,1.137931,5.655172,36.586207
128,1.206897,0.310345,6.211653,36.380499
129,0.517241,1.137931,6.249703,35.010702
130,1.206897,0.620690,7.367420,33.565993
131,0.517241,1.241379,7.234245,34.222354
132,0.689655,1.241379,8.066587,32.706302
133,0.689655,1.344828,9.136742,31.939358
134,2.413793,1.551724,32.936980,18.579073
135,1.379310,2.379310,30.254459,19.977408
136,2.413793,1.448276,31.695600,19.303210
137,1.551724,2.482759,34.287753,18.227111
138,2.586207,1.758621,39.124851,16.332937
139,2.586207,1.551724,36.385256,17.717004
140,1.551724,2.586207,36.385256,17.717004
141,2.586207,1.655172,37.712247,17.014269
142,1.724138,2.586207,38.644471,16.557669
143,3.793103,2.689655,86.487515,6.794293
144,3.965517,2.689655,91.838288,6.407848
145,4.137931,2.689655,97.426873,6.080856
146,4.137931,2.793103,99.695600,5.613555
147,4.310345,2.793103,105.521998,5.346017
148,4.482759,2.793103,111.586207,5.137931
149,4.655172,2.793103,117.888228,4.989298
150,4.827586,2.793103,124.428062,4.900119
151,5.000000,2.793103,131.205707,4.870392
152,0.862069,0.103448,3.015458,41.098692
153,0.862069,0.000000,2.972652,42.122473
154,1.034483,0.206897,4.451843,38.699168
155,0.172414,1.034483,4.399524,39.030916
156,1.034483,0.103448,4.323424,39.701546
157,0.172414,0.931034,3.586207,39.862069
158,0.172414,1.137931,5.298454,38.221165
159,1.206897,0.206897,5.997622,37.361474
160,1.206897,0.413793,6.511296,35.420927
161,0.344828,1.344828,7.709869,35.030916
162,1.379310,0.413793,8.294887,34.142687
163,1.379310,0.517241,8.680143,33.204518
164,0.517241,1.344828,8.304400,33.455410
165,1.379310,0.620690,9.151011,32.287753
166,2.586207,1.344828,33.988109,19.186683
167,1.379310,2.482759,32.266350,19.445898
168,2.586207,1.448276,35.143876,18.441141
169,1.379310,2.586207,34.363853,18.935791
170,2.758621,1.344828,37.674197,18.384067
171,1.551724,2.689655,38.568371,17.228300
172,3.965517,2.586207,89.655172,6.896552
173,4.137931,2.586207,95.243757,6.569560
174,4.310345,2.586207,101.070155,6.302021
175,4.310345,2.689655,103.253270,5.813317
176,4.482759,2.689655,109.317479,5.605232
177,4.655172,2.689655,115.619501,5.456599
178,4.827586,2.689655,122.159334,5.367420
179,5.000000,2.689655,128.936980,5.337693
180,1.034483,0.000000,4.280618,40.725327
181,1.206897,0.000000,5.826397,39.387634
182,1.206897,0.103448,5.869203,38.363853
183,0.172414,1.241379,6.282996,37.432818
184,0.344828,1.241379,6.639715,35.797860
185,1.379310,0.310345,7.995244,35.102259
186,0.344828,1.448276,8.865636,34.285375
187,0.517241,1.448276,9.460166,32.709869
188,2.586207,1.241379,32.917955,19.953627
189,1.379310,2.689655,36.546968,18.447087
190,1.206897,2.689655,34.763377,19.725327
191,2.758621,1.448276,38.829964,17.638526
192,1.379310,2.793103,38.815696,17.979786
193,4.310345,2.482759,98.972652,6.812128
194,4.482759,2.482759,105.036861,6.604043
195,4.482759,2.586207,107.134364,6.093936
196,4.655172,2.586207,113.436385,5.945303
197,4.827586,2.586207,119.976219,5.856124
198,5.000000,2.586207,126.753864,5.826397
199,1.379310,0.000000,7.609988,38.109394
200,1.379310,0.103448,7.652794,37.085612
201,1.379310,0.206897,7.781213,36.083234
202,1.551724,0.103448,9.674197,35.866825
203,1.551724,0.206897,9.802616,34.864447
204,2.758621,1.241379,36.604043,19.151011
205,2.758621,1.137931,35.619501,19.939358
206,1.206897,2.896552,39.386445,18.812128
207,4.655172,2.379310,109.326992,6.986920
208,4.655172,2.482759,111.338882,6.455410
209,4.827586,2.482759,117.878716,6.366231
210,5.000000,2.482759,124.656361,6.336504
211,1.551724,0.000000,9.631391,36.890606
212,1.206897,2.793103,37.032105,19.258026
213,2.931034,1.137931,39.543401,19.196195
214,4.827586,2.379310,115.866825,6.897741
215,5.000000,2.379310,122.644471,6.868014
216,0.000000,0.103448,0.042806,48.976219
217,0.000000,0.206897,0.171225,47.973841
218,0.000000,0.310345,0.385256,46.992866
219,0.172414,1.344828,7.353151,36.665874
220,0.000000,0.413793,0.684899,46.033294
221,0.000000,0.517241,1.070155,45.095125
222,0.000000,0.620690,1.541023,44.178359
223,0.172414,1.448276,8.508918,35.920333
224,0.000000,0.724138,2.097503,43.282996
225,0.000000,0.827586,2.739596,42.409037
226,0.172414,1.551724,9.750297,35.196195
227,0.000000,0.931034,3.467301,41.556480
228,0.000000,1.034483,4.280618,40.725327
229,0.000000,1.137931,5.179548,39.915577
230,0.000000,1.241379,6.164090,39.127229
231,0.000000,1.344828,7.234245,38.360285
232,0.000000,1.448276,8.390012,37.614744
233,0.000000,1.551724,9.631391,36.890606
